"Fnbh Bancorp, Inc.","fnbh bancorp"
"Fts Financial, Inc.","fts financial"
"Haskell Bancshares, Inc.","haskell bancshares"
"Tigerton Bancorporation, Inc.","tigerton"
"Newcastle Bancshares, Inc.","newcastle bancshares"
"Albrecht Financial Services, Inc.","albrecht financial services"
"Iowa State Financial Services Corporation","iowa state financial services corporation"
"Bellevue State Bank Employee Stock Ownership Plan","bellevue state bank employee stock ownership plan"
"First National Bancshares, Inc., Esop And 401 (K) Trusts","first national bancshares esop and 401 k trusts"
"Jewel Box Financial Services, Inc.","jewel box financial services"
"Henderson Texas Bancshares, Inc.","henderson texas bancshares"
"Citizens Financial Group, Inc.","citizens financial group"
"Bcc Bankshares, Inc.","bcc bankshares"
"Byron B. Webb, Inc.","byron b webb"
"Cnb Financial Services, Inc.","cnb financial services"
"First Dalhart Bancshares, Inc.","first dalhart bancshares"
"Thumb National Bank And Trust Company Employee Stock Ownership Plan And Trust","thumb national bank and trust company employee stock ownership plan and trust"
"Bank Iowa Corporation","bank iowa corporation"
"Whitmore Company, Inc.","whitmore company"
"Diamond Bancshares, Inc.","diamond bancshares"
"Amarillo National Bancorp, Inc.","amarillo national bancorp"
"Capac Bancorp, Inc.","capac bancorp"
"New Era Bancorporation, Inc.","new era"
"Summit Bancshares, Ltd.","summit bancshares"
"Odin Bancshares, Inc.","odin bancshares"
"F.S. Bancorp","fs bancorp"
"Clarkson Management Company","clarkson management company"
"Ogle County Bancshares, Inc.","ogle county bancshares"
"Republic Trinidad Corporation","republic trinidad corporation"
"University Bancorp, Inc.","university bancorp"
"Russellville Bancorp, Inc.","russellville bancorp"
"Community Financial Corp.","community financial corporation"
"Stockgrowers State Bank Employee Stock Ownership Plan","stockgrowers state bank employee stock ownership plan"
"Malmo Bancorp, Inc.","malmo bancorp"
"Commercial Bank Shares, Inc.","commercial bank shares"
"Mnb Bancshares, Inc.","mnb bancshares"
"Newfield Bancorp, Inc.","newfield bancorp"
"Dunlap Iowa Holding Co.","dunlap iowa holding co"
"Hills Bancorporation","hills"
"Ploetz Investments Limited Partnership","ploetz investments limited partnership"
"Rich Land Bancorp, Inc.","rich land bancorp"
"Amboy Bancorp, Inc.","amboy bancorp"
"Ibw Financial Corporation","ibw financial corporation"
"Community Grain Co.","community grain co"
"Green Circle Investments, Inc.","green circle investments"
"D & D Bancshares, Inc.","d & d bancshares"
"Macon-Atlanta Bancorp, Inc.","macon-atlanta bancorp"
"Dixie Bancshares Corp.","dixie bancshares corporation"
"Guaranty Bankshares, Ltd.","guaranty bankshares"
"De Witt Bancorp, Inc.","de witt bancorp"
"Capitol Bancorporation, Inc.","capitol"
"River Valley Bancorp","river valley bancorp"
"Southwest Banc Shares, Inc.","southwest banc shares"
"Union Financial Corporation","union financial corporation"
"Whitcorp Financial Company","whitcorp financial company"
"First Trust Financial Corporation","first trust financial corporation"
"Bank Of Dardanelle Bankshares, Inc.","bank of dardanelle bankshares"
"First National Bancorporation In Carlyle, Inc.","first national in carlyle"
"Dmb Corporation, Inc.","dmb corporation"
"Danville Bancshares, Inc.","danville bancshares"
"Bedford Bancorp, Inc.","bedford bancorp"
"C.F.c. Bancorp, Inc.","cfc bancorp"
"First Bank Lubbock Bancshares, Inc.","first bank lubbock bancshares"
"Brownwood Bancshares, Inc.","brownwood bancshares"
"Gilman Investment Co.","gilman investment co"
"New Bancshares, Inc.","new bancshares"
"Jorgenson Williston Holding Company","jorgenson williston holding company"
"Marjon Bancorporation, Inc.","marjon"
"Stark Bank Group, Ltd.","stark bank group"
"Somers Bancorporation","somers"
"Treynor Bancshares, Inc.","treynor bancshares"
"Mackinac Financial Corporation","mackinac financial corporation"
"Midwestone Financial Group, Inc.","midwestone financial group"
"Citco Community Bancshares, Inc.","citco community bancshares"
"First National Agency At Saint James, Inc.","first national agency at saint james"
"Gnb Financial Services, Inc.","gnb financial services"
"Platte County Bancshares, Inc.","platte county bancshares"
"Farmers Bancorp Of Nicholasville, Inc.","farmers bancorp of nicholasville"
"Big Mac Bancshares, Inc.","big mac bancshares"
"N.B.c. Bancshares In Pawhuska, Inc.","nbc bancshares in pawhuska"
"Newell Bancshares, Inc.","newell bancshares"
"Shell Lake Bancorp, Inc.","shell lake bancorp"
"Kingsbury Bdc Financial Services, Inc.","kingsbury bdc financial services"
"County Bank Corp","county bank corporation"
"Collins Bankcorp, Inc.","collins bankcorp"
"West Point Bancorp, Inc.","west point bancorp"
"First Staunton Bancshares, Inc.","first staunton bancshares"
"West Shore Bank Corporation","west shore bank corporation"
"Ottawa Bancshares, Inc.","ottawa bancshares"
"Rw Bancorp., Ltd.","rw bancorp"
"Kish Bancorp, Inc.","kish bancorp"
"Tonganoxie Bankshares, Inc.","tonganoxie bankshares"
"Madison Holding Company","madison holding company"
"Fsb Financial Corp","fsb financial corporation"
"B & E Investments, Inc. (State Bank Of Arcadia) Employee Stock Ownership Plan & Trust","b & e investments state bank of arcadia employee stock ownership plan & trust"
"River Holding Company","river holding company"
"Colbank Bancorp","colbank bancorp"
"First State Financial Corporation","first state financial corporation"
"Morley Bancshares Corporation","morley bancshares corporation"
"Peoples Community Bancshares, Inc., The","peoples community bancshares the"
"Lonoke Bancshares, Inc.","lonoke bancshares"
"Blue Rapids Bancshares, Inc.","blue rapids bancshares"
"Louisiana Bancshares, Inc.","louisiana bancshares"
"Exchange State Bank Corp.","exchange state bank corporation"
"Caneyville Bancshares, Inc.","caneyville bancshares"
"Jco Partners Ii, L.P.","jco partners ii lp"
"S.B.c.p. Bancorp, Inc.","sbcp bancorp"
"Richland County Bancshares, Inc.","richland county bancshares"
"Senath Bancshares, Inc.","senath bancshares"
"York Bancshares, Inc.","york bancshares"
"Flint Hills Bancshares, Inc.","flint hills bancshares"
"Southeastern Bancorp, Inc.","southeastern bancorp"
"Farmers Exchange Bancorporation, Inc.","farmers exchange"
"Wisconsin Bank Services, Inc.","wisconsin bank services"
"Bosshard Financial Group, Inc.","bosshard financial group"
"Dells Bancshares, Inc.","dells bancshares"
"Florence Bancorporation, Inc.","florence"
"Waupaca Bancorporation, Inc.","waupaca"
"Brad, Inc.","brad"
"Tomah Bancshares, Inc.","tomah bancshares"
"Peoples State Bancorp, Inc.","peoples state bancorp"
"Stratford Bancshares, Inc.","stratford bancshares"
"Union Bancorp Of Evansville, Inc.","union bancorp of evansville"
"Wisconsin Bancorp, Inc.","wisconsin bancorp"
"Gresham Bancshares, Inc.","gresham bancshares"
"Feb Bancshares, Inc.","feb bancshares"
"Lakin Bancshares, Inc.","lakin bancshares"
"Security Agency, Incorporated","security agency incorporated"
"South Georgia Bankshares Corporation","south georgia bankshares corporation"
"Brogan Bankshares, Inc.","brogan bankshares"
"Countryside Financial Services, Inc.","countryside financial services"
"Johnson State Bancshares, Inc.","johnson state bancshares"
"Bay Area Banking Shares, Inc.","bay area banking shares"
"Putnam Bancshares, Inc.","putnam bancshares"
"United Citizens Financial Corporation","united citizens financial corporation"
"Greenfield Bancshares, Inc.","greenfield bancshares"
"Baileyville Bancshares, Inc.","baileyville bancshares"
"Elkcorp, Inc.","elkcorp"
"Hugoton Bancshares, Inc.","hugoton bancshares"
"Pella Financial Group, Inc.","pella financial group"
"Heritage Management Company, Inc.","heritage management company"
"Canton Bancshares, Inc.","canton bancshares"
"Gato Holdings, Inc.","gato holdings"
"Great Western Bancorp, Inc.","great western bancorp"
"Texas First Bancshares, Inc.","texas first bancshares"
"Denison Bancshares, Inc. Of Holton","denison bancshares of holton"
"Wapello Bankshares, Inc.","wapello bankshares"
"Cbs Banc-Corp.","cbs banc-corporation"
"Pci Holdings, Inc.","pci holdings"
"Laurens Bancorp., Ltd.","laurens bancorp"
"Van Diest Investment Company","van diest investment company"
"Gideon Enterprises L.P.","gideon enterprises lp"
"Security Bancshares Co.","security bancshares co"
"Union Bancorp, Inc.","union bancorp"
"Pembina County Bankshares, Ltd.","pembina county bankshares"
"Anita Bancorporation","anita"
"Durden Bankshares, Inc.","durden bankshares"
"Texas Heritage Bancshares, Inc.","texas heritage bancshares"
"Commerce Financial Corporation","commerce financial corporation"
"Security Bancshares Of Pulaski County, Inc.","security bancshares of pulaski county"
"Southern Bancshares (N.C.), Inc.","southern bancshares nc"
"Groesbeck Bancshares, Inc.","groesbeck bancshares"
"Little Sioux Bancshares, Inc.","little sioux bancshares"
"Comunibanc Corp.","comunibanc corporation"
"Rcb Holding Company, Inc.","rcb holding company"
"Red Oak Financial Corporation","red oak financial corporation"
"F. S. Bancor, Inc.","f s bancor"
"Clark County Bancshares, Inc.","clark county bancshares"
"Winthrop Bancshares, Inc.","winthrop bancshares"
"Evergreen Bancshares, Inc.","evergreen bancshares"
"Chebelle Corporation","chebelle corporation"
"Ft Bancshares, Inc.","ft bancshares"
"Farmers Capital Bank Corporation","farmers capital bank corporation"
"Napoleon Bancorporation, Inc.","napoleon"
"Pbc Bancshares, Inc.","pbc bancshares"
"Robert Lee Bancshares, Inc.","robert lee bancshares"
"Lake Elmo Bancshares, Inc.","lake elmo bancshares"
"American State Bank Holding Company, Inc.","american state bank holding company"
"Espuela Bank Shares, Inc.","espuela bank shares"
"Unisouth, Inc.","unisouth"
"Cando Holding Company, Inc.","cando holding company"
"First Holding Company Of Park River, Inc","first holding company of park river"
"Cba Bankshares, Inc.","cba bankshares"
"First Holding Company Of Cavalier, Inc.","first holding company of cavalier"
"Coleman Bancshares, Inc.","coleman bancshares"
"It&S Of Iowa, Inc.","it&s of iowa"
"West Plains Bancshares, Inc.","west plains bancshares"
"First State Bancshares Of Blakely, Inc.","first state bancshares of blakely"
"Rigler Investment Company","rigler investment company"
"Atoka State Bancorporation, Inc.","atoka state"
"Red River Bancorp, Inc.","red river bancorp"
"Csb Financial Corporation","csb financial corporation"
"Lawrence L. Osborn Scholarship Trust","lawrence l osborn scholarship trust"
"Full Service Insurance Agency, Inc.","full service insurance agency"
"Commercial Financial Corp.","commercial financial corporation"
"Belle Fourche Bancshares, Inc.","belle fourche bancshares"
"Hoosier Heartland State Bancorp","hoosier heartland state bancorp"
"First Pulaski National Corporation","first pulaski national corporation"
"Dixon Bancshares, Inc.","dixon bancshares"
"Wabasso Bancshares, Inc.","wabasso bancshares"
"Mid-Missouri Bancshares, Inc.","mid-missouri bancshares"
"Bay Port Financial Corporation","bay port financial corporation"
"Taylor County Bancshares, Inc.","taylor county bancshares"
"Ipswich Community Bancshares, Inc.","ipswich community bancshares"
"Ellingson Corporation","ellingson corporation"
"Munich Bancshares, Inc.","munich bancshares"
"Coronado Financial Corporation","coronado financial corporation"
"Prism Group, Inc.","prism group"
"Oklahoma State Bancshares, Inc.","oklahoma state bancshares"
"West Bancorporation, Inc.","west"
"M & H Financial Services, Inc.","m & h financial services"
"Abct Holdings, Inc.","abct holdings"
"First State Corporation","first state corporation"
"Freedom Bancshares, Inc.","freedom bancshares"
"Goldthwaite Bancshares, Inc.","goldthwaite bancshares"
"Bancshares Of Ripley, Inc.","bancshares of ripley"
"Border Bancshares, Inc.","border bancshares"
"Grant County State Bancshares, Inc, Employees Stock Ownership Plan","grant county state bancshares employees stock ownership plan"
"Arneson Bancshares, Inc.","arneson bancshares"
"First Linden Bancshares, Inc.","first linden bancshares"
"Beneficial Bancorp, Inc.","beneficial bancorp"
"South Banking Company","south banking company"
"Cottonrudy Investment Company","cottonrudy investment company"
"First Farmers Bank Holding Company","first farmers bank holding company"
"Casey County Bancorp, Inc.","casey county bancorp"
"Universal Bancorp","universal bancorp"
"Dakota Community Banshares, Inc.","dakota community banshares"
"Helena Bancshares, Inc.","helena bancshares"
"First Bancshares Of Texas, Inc. Employee Stock Ownership Plan And Trust","first bancshares of texas employee stock ownership plan and trust"
"Commercial Bank Of Mott Employee Stock Ownership Plan","commercial bank of mott employee stock ownership plan"
"Flint Creek Holding Company","flint creek holding company"
"Emery Security Bancorporation, Inc.","emery security"
"Tri-County Financial Group, Inc.","tri-county financial group"
"Burlington Holdings, Inc.","burlington holdings"
"First Nokomis Bancorp, Inc.","first nokomis bancorp"
"Folden Financial Corporation","folden financial corporation"
"First Security Bankshares, Inc.","first security bankshares"
"Mediapolis Bancorporation","mediapolis"
"Tilden Bancshares, Inc.","tilden bancshares"
"Kujawa Family Holdings, Inc.","kujawa family holdings"
"Stock Exchange Financial Corporation","stock exchange financial corporation"
"Jamestown Bancshares, Inc.","jamestown bancshares"
"Broadway Bancshares, Inc.","broadway bancshares"
"M.S.b. Bancorporation, Inc.","msb"
"Wabasha Holding Company","wabasha holding company"
"Iowa State Bank Holding Company","iowa state bank holding company"
"Security Holding Company","security holding company"
"One South Financial, Inc.","one south financial"
"Red River Financial Services, Inc.","red river financial services"
"Southern Bankshares, Inc.","southern bankshares"
"Northwest Investment Corp.","northwest investment corporation"
"Burt Bancshares, Inc.","burt bancshares"
"Adino Company, The","adino company the"
"Peoples Corporation, The","peoples corporation the"
"Milledgeville Bancorp, Inc.","milledgeville bancorp"
"Jourdanton Bancshares, Inc.","jourdanton bancshares"
"Demotte Bancorp","demotte bancorp"
"East Texas Bancshares, Inc.","east texas bancshares"
"Four County Bancshares, Inc.","four county bancshares"
"Unibanc Corp.","unibanc corporation"
"Union State Banc Holding Corporation","union state banc holding corporation"
"Citizens Investors, Llc","citizens investors llc"
"Griggsville Bancshares, Inc","griggsville bancshares"
"Nashville Holding Company, The","nashville holding company the"
"First Forest Park Corporation","first forest park corporation"
"Clarkel, Inc.","clarkel"
"Guaranty Capital Corporation","guaranty capital corporation"
"Pathfinder Bancorp, Inc.","pathfinder bancorp"
"First Niagara Financial Group, Inc.","first niagara financial group"
"New York Community Bancorp, Inc.","new york community bancorp"
"Rhinebeck Bancorp, Mhc","rhinebeck bancorp mhc"
"Apple Financial Holdings, Inc.","apple financial holdings"
"York Holdings, Inc.","york holdings"
"First And Farmers Bank Holding Company, The","first and farmers bank holding company the"
"Green City Bancshares Inc.","green city bancshares"
"Butte State Company","butte state company"
"Highland Bancshares, Inc.","highland bancshares"
"Fsb Bancshares, Inc.","fsb bancshares"
"Tri-Parish Bancshares, Ltd.","tri-parish bancshares"
"Riley County Bancshares, Inc.","riley county bancshares"
"Weed Investment Group, Inc.","weed investment group"
"Newburg Insurance Agency, Inc.","newburg insurance agency"
"First Midwest Acquisition Corporation","first midwest acquisition corporation"
"Everly Bancorporation","everly"
"Antelope Bancshares, Inc.","antelope bancshares"
"Purdy Bancshares, Inc.","purdy bancshares"
"Metamora Bancorp, Inc.","metamora bancorp"
"New London Bancshares, Inc","new london bancshares"
"West Alabama Capital Corp.","west alabama capital corporation"
"Pedernales Investment Corporation","pedernales investment corporation"
"First Mazon Bancorp, Inc.","first mazon bancorp"
"Citizens Bank Holding Company","citizens bank holding company"
"Stockman Financial Corporation","stockman financial corporation"
"Rockhold-Brown Bancshares, Inc.","rockhold-brown bancshares"
"Mason City Bancorp, Inc.","mason city bancorp"
"Wolcott Bancorp","wolcott bancorp"
"Sterling Bancshares, Inc.","sterling bancshares"
"Farmers And Merchants Bankshares, Inc.","farmers and merchants bankshares"
"Big Sioux Financial, Inc.","big sioux financial"
"Sherwood Banc Corporation","sherwood banc corporation"
"Wheeler Bancshares, Inc.","wheeler bancshares"
"Hunter Holding Company","hunter holding company"
"Beo Bancorp","beo bancorp"
"Devon Bancorp, Inc.","devon bancorp"
"Marquette National Corporation","marquette national corporation"
"Country Bancorp, Inc.","country bancorp"
"Bearden Bancshares, Inc.","bearden bancshares"
"Wb&T Bankshares, Inc.","wb&t bankshares"
"Sardis Bankshares, Inc.","sardis bankshares"
"Mbt Corp.","mbt corporation"
"Marseilles Bancorporation, Inc.","marseilles"
"Winside Bancshares, Incorporated","winside bancshares incorporated"
"Battle Creek State Company, Inc.","battle creek state company"
"First State Bancorp Of Monticello, Inc. Employee Stock Ownership Plan","first state bancorp of monticello employee stock ownership plan"
"Loomis Company","loomis company"
"Odem Bancshares, Inc.","odem bancshares"
"Tri-County Company","tri-county company"
"Pearl City Bancorp, Inc.","pearl city bancorp"
"Financial Enterprises, Inc.","financial enterprises"
"Arendt's, Inc.","arendts"
"Enterprise Capital Corporation, Inc.","enterprise capital corporation"
"Homestar Financial Group, Inc.","homestar financial group"
"Springfield Bank Company, Inc.","springfield bank company"
"Brantley Bancorp, Inc.","brantley bancorp"
"Travelers Rest Bancshares, Inc.","travelers rest bancshares"
"Tg Bancshares, Inc.","tg bancshares"
"Independent Alliance Banks, Inc.","independent alliance banks"
"Berco, Inc.","berco"
"Andover Financial Corporation","andover financial corporation"
"Virginia Bank Bankshares, Inc.","virginia bank bankshares"
"Southeastern Bancshares, Inc.","southeastern bancshares"
"Santa Fe Trail Banc Shares, Inc.","santa fe trail banc shares"
"Nxt Bancorporation, Inc.","nxt"
"Screven Bancshares, Inc.","screven bancshares"
"Citizens Bancorp Of Oviedo, Inc.","citizens bancorp of oviedo"
"First Busey Corporation","first busey corporation"
"Big Coal River Bancorp, Inc.","big coal river bancorp"
"M&P Community Bancshares, Inc. 401(K) Employee Stock Ownership Plan","m&p community bancshares 401k employee stock ownership plan"
"Jefferson Bancshares, Inc.","jefferson bancshares"
"Northeast Kansas Bancshares, Inc.","northeast kansas bancshares"
"Coronado, Inc.","coronado"
"Lakota Bank Holding Company, Inc.","lakota bank holding company"
"Gsb Bancshares, Inc.","gsb bancshares"
"First Bankers Trustshares, Inc.","first bankers trustshares"
"Jdj Banco, Inc.","jdj banco"
"Trinity Investments, Inc.","trinity investments"
"Albert J. Ortte Family Limited Partnership","albert j ortte family limited partnership"
"Jeff Davis Bancshares, Inc.","jeff davis bancshares"
"Swea City Bancorporation, Inc.","swea city"
"Otten Holdings, Llc","otten holdings llc"
"Easton Bancshares, Incorporated","easton bancshares incorporated"
"Tallahatchie Holding Company","tallahatchie holding company"
"Bank Of Montreal","bank of montreal"
"Anton Bancshares, Inc.","anton bancshares"
"Carver Financial Corporation","carver financial corporation"
"Southern National Corporation","southern national corporation"
"Bbs Corp.","bbs corporation"
"Caldwell County Bancshares, Inc.","caldwell county bancshares"
"Peoples-Marion Bancorp, Inc.","peoples-marion bancorp"
"Bancindependent, Incorporated","bancindependent incorporated"
"Standard Bancshares, Inc.","standard bancshares"
"First National Corporation Of Picayune","first national corporation of picayune"
"Hometown Bancshares, Inc.","hometown bancshares"
"Namyaw Corporation, Inc.","namyaw corporation"
"Xit Bancshares, Inc.","xit bancshares"
"Equity Bank Holding Company, Inc.","equity bank holding company"
"Odessa Southwest Bancshares, Inc.","odessa southwest bancshares"
"Security State Agency Of Aitkin, Inc.","security state agency of aitkin"
"Northeast Securities Corporation","northeast securities corporation"
"Paducah Bank Shares, Inc.","paducah bank shares"
"Itasca Bancorp Inc.","itasca bancorp"
"R & B Management Corporation","r & b management corporation"
"Fmb Equibanc, Inc.","fmb equibanc"
"Gibsland Bancshares, Inc.","gibsland bancshares"
"Bankwest Financial, Inc.","bankwest financial"
"Campbell State Company","campbell state company"
"Kennedy Bancshares, Inc.","kennedy bancshares"
"Nbp Financial Services, Inc.","nbp financial services"
"Western Bancshares Of New Mexico,inc.","western bancshares of new mexicoinc"
"First Carolina Bancshares Corporation","first carolina bancshares corporation"
"First Howard Bankshares, Inc.","first howard bankshares"
"Florida First City Banks, Inc.","florida first city banks"
"St. Anne Bancorp, Inc.","st anne bancorp"
"C.S.b. Bancshares, Inc.","csb bancshares"
"C&F Banc Shares Corp.","c&f banc shares corporation"
"Newbridge Bancorp","newbridge bancorp"
"Capital City Bancshares, Inc.","capital city bancshares"
"Country Bank Shares, Inc.","country bank shares"
"East Texas Financial Corporation","east texas financial corporation"
"Glen Burnie Bancorp","glen burnie bancorp"
"Sunmark Bancshares, Inc.","sunmark bancshares"
"Prosperity Bancshares, Inc.","prosperity bancshares"
"River Falls Bancshares, Inc.","river falls bancshares"
"First Arkansas Bancshares, Inc.","first arkansas bancshares"
"Carlisle Bancorp, Inc.","carlisle bancorp"
"First American Bancorp","first american bancorp"
"Bakken Securities, Inc.","bakken securities"
"Wtsb Bancorp, Inc.","wtsb bancorp"
"Mchugh Investment Company","mchugh investment company"
"United Community Banks, Inc.","united community banks"
"Pilgrim Bancorporation","pilgrim"
"Bedias Financial Corporation","bedias financial corporation"
"Washington/Wilkes Holding Company","washingtonwilkes holding company"
"Main Street Bancorp, Inc.","main street bancorp"
"Orchard Bancorp.","orchard bancorp"
"Taunton Bancshares, Inc.","taunton bancshares"
"Spiro Bancshares, Inc.","spiro bancshares"
"F & M Holding Company, Inc.","f & m holding company"
"Monitor Bancorp, Inc.","monitor bancorp"
"Ganado Bancshares, Inc.","ganado bancshares"
"Dcb Financial Corp","dcb financial corporation"
"Wathena Bancshares, Inc.","wathena bancshares"
"Clark Bancshares, Inc.","clark bancshares"
"Minnwest Corporation","minnwest corporation"
"Peoples Financial Group, Inc.","peoples financial group"
"Peoples Of Fleming County Bancorp, Inc.","peoples of fleming county bancorp"
"Orbisonia Community Bancorp, Inc.","orbisonia community bancorp"
"Pontiac Bancorp, Inc.","pontiac bancorp"
"Cardinal Bankshares Corporation","cardinal bankshares corporation"
"Central Bancshares Of Kansas City, Inc.","central bancshares of kansas city"
"First Bank Shares Of The South East, Inc.","first bank shares of the south east"
"Wilson & Muir Bancorp, Inc.","wilson & muir bancorp"
"Tyronza Bancshares, Inc.","tyronza bancshares"
"Bellingham Corporation, The","bellingham corporation the"
"Labette County Bankshares, Inc.","labette county bankshares"
"Atkinson County Bankshares Corporation","atkinson county bankshares corporation"
"United Security Bancshares, Inc.","united security bancshares"
"Persons Banking Co., Inc.","persons banking co"
"First Miami Bancorp, Inc.","first miami bancorp"
"Mta Bancshares, Inc.","mta bancshares"
"Community Company, The","community company the"
"Sis Bancorp, Mhc","sis bancorp mhc"
"Security Capital Corporation","security capital corporation"
"Morristown Holding Company","morristown holding company"
"Heritage Group, Inc.","heritage group"
"Bou Bancorp, Inc.","bou bancorp"
"Cedar Point Bancshares, Inc.","cedar point bancshares"
"Dairy State Bancorp, Inc.","dairy state bancorp"
"Sbt Bancshares, Inc.","sbt bancshares"
"Dakotah Bankshares, Inc.","dakotah bankshares"
"New Hampshire Mutual Bancorp","new hampshire mutual bancorp"
"Camilla Bancshares, Inc.","camilla bancshares"
"Five Flags Banks, Inc.","five flags banks"
"Enevoldsen Management Company","enevoldsen management company"
"Ruth Bank Corporation","ruth bank corporation"
"Citizens Bancshares Of Batesville, Inc.","citizens bancshares of batesville"
"Henderson State Company","henderson state company"
"Albank Corporation","albank corporation"
"Sidney Bancorp","sidney bancorp"
"Diboll State Bancshares, Inc.","diboll state bancshares"
"Putnam County Bancorp, Inc.","putnam county bancorp"
"Denver Bankshares, Inc.","denver bankshares"
"St. Ansgar Bancorporation","st ansgar"
"Umpqua Holdings Corporation","umpqua holdings corporation"
"City National Corporation","city national corporation"
"Fidelity Ban Corporation","fidelity ban corporation"
"Titonka Bancshares, Inc.","titonka bancshares"
"Central Pacific Financial Corp.","central pacific financial corporation"
"People First Bancshares, Inc.","people first bancshares"
"Dickson Financial Corporation","dickson financial corporation"
"Prairie View Bankshares, Inc.","prairie view bankshares"
"San Diego Bancshares, Inc.","san diego bancshares"
"Mc Bancorp, Inc.","mc bancorp"
"Carroll Bancorp., The","carroll bancorp the"
"Uptown Bancorporation, Inc.","uptown"
"Mulvane Bankshares, Inc.","mulvane bankshares"
"Mid-America Bankshares, Inc.","mid-america bankshares"
"M C Bancshares, Inc.","m c bancshares"
"German American Bancorp, Inc.","german american bancorp"
"Ellco Bancshares, Inc.","ellco bancshares"
"Wenona Bancorp, Inc.","wenona bancorp"
"Haviland Bancshares, Inc.","haviland bancshares"
"Bendena Bancshares, Inc.","bendena bancshares"
"Dacotah Banks, Inc.","dacotah banks"
"Dysart Bancshares, Inc.","dysart bancshares"
"Fort Davis Bancshares, Inc.","fort davis bancshares"
"Union Bancorporation","union"
"Williams Holding Company, Inc.","williams holding company"
"Jefferson County Bancshares, Inc.","jefferson county bancshares"
"First Apple River Corporation","first apple river corporation"
"Bank Of Highland Park Financial Corp","bank of highland park financial corporation"
"Dg Partnership, Ltd","dg partnership"
"Ubt Bancshares, Inc.","ubt bancshares"
"Firstier Ii Bancorp.","firstier ii bancorp"
"Guaranty Bancorp","guaranty bancorp"
"Commerce Bancshares Corp.","commerce bancshares corporation"
"Diamond A Financial, Lp","diamond a financial lp"
"First State Bank Of The Florida Keys Holding Company","first state bank of the florida keys holding company"
"Fisher Bancorp, Inc.","fisher bancorp"
"Banterra Corp","banterra corporation"
"Tammcorp, Inc.","tammcorp"
"Keycorp","keycorp"
"Tri-States Bankshares, Inc.","tri-states bankshares"
"Palmetto State Bankshares, Inc.","palmetto state bankshares"
"First Bancorp Of Taylorville, Inc.","first bancorp of taylorville"
"Southern National Banks, Inc.","southern national banks"
"Louise Bancshares, Inc.","louise bancshares"
"Scb Bancorp, Inc.","scb bancorp"
"Financial Shares, Inc.","financial shares"
"Andrews Bancshares, Inc.","andrews bancshares"
"Farmers Enterprises, Inc.","farmers enterprises"
"Basile Bancshares, Inc.","basile bancshares"
"Dale Sprague Enterprises, Inc.","dale sprague enterprises"
"First Belleville Bancshares, Inc.","first belleville bancshares"
"First State Fremont, Inc.","first state fremont"
"First Alamogordo Bancorp Of Nevada, Inc.","first alamogordo bancorp of nevada"
"Alden Bancshares, Inc.","alden bancshares"
"Norway Bancorp, Mhc","norway bancorp mhc"
"Blue Lion Bancshares, Inc.","blue lion bancshares"
"Goering Management Company, Llc","goering management company llc"
"Colwich Financial Corporation","colwich financial corporation"
"Andrews Holding Company","andrews holding company"
"South Porte Financial Inc.","south porte financial"
"Jefferson County Bancshares, Incorporated","jefferson county bancshares incorporated"
"Durand Bancorp, Inc.","durand bancorp"
"Community State Bank Corporation","community state bank corporation"
"City Holding Company","city holding company"
"Terre Haute Savings Mhc, Inc.","terre haute savings mhc"
"Plains Acquisition Corporation","plains acquisition corporation"
"Gorham Bancorp, Mhc","gorham bancorp mhc"
"Androscoggin Bancorp, Mhc","androscoggin bancorp mhc"
"Great Guaranty Bancshares, Inc.","great guaranty bancshares"
"Hanston Insurance Agency, Inc.","hanston insurance agency"
"Blue Ridge Financial Corporation","blue ridge financial corporation"
"Paint Rock Bancshares, Inc.","paint rock bancshares"
"Pikes Peak National Company","pikes peak national company"
"Onefinancial Corporation","onefinancial corporation"
"Bauer Management, Inc.","bauer management"
"Kaw Valley Bancshares, Inc.","kaw valley bancshares"
"Vermilion Bancshares Corporation","vermilion bancshares corporation"
"Overton Financial Corporation","overton financial corporation"
"Nbn Corporation","nbn corporation"
"Chico Bancorp, Inc.","chico bancorp"
"Sterling Financial Group, Inc.","sterling financial group"
"Cambridge Financial Group, Inc.","cambridge financial group"
"Skagit Bancorp, Inc.","skagit bancorp"
"Bol Bancshares, Inc.","bol bancshares"
"Perry Banking Company, Inc.","perry banking company"
"Sixth Bancshares, Inc.","sixth bancshares"
"Fsb Investments, Llc","fsb investments llc"
"Primesouth Bancshares, Inc.","primesouth bancshares"
"Kennebec Savings, Mhc","kennebec savings mhc"
"American Bancorp, Inc.","american bancorp"
"Morris State Bancshares, Inc.","morris state bancshares"
"Fnb Holding Company","fnb holding company"
"Alta Vista Bancshares, Inc.","alta vista bancshares"
"Strasburg Banshares, Inc.","strasburg banshares"
"Blue Ridge Bancshares, Inc.","blue ridge bancshares"
"Franklin Bancorp Mhc","franklin bancorp mhc"
"Max Bancorp, Llc","max bancorp llc"
"Peabody State Bancorp","peabody state bancorp"
"Southern Utah Bancorporation","southern utah"
"Commercial Bancshares Of Ozark, Inc.","commercial bancshares of ozark"
"J & M Bancshares, Inc.","j & m bancshares"
"Keystone Community Bancorporation","keystone community"
"Greeley Bancshares, Inc.","greeley bancshares"
"F & M State Bancshares, Inc.","f & m state bancshares"
"Bnh Financial","bnh financial"
