"Crossdale, Inc.","crossdale"
"Norton Bankshares, Inc.","norton bankshares"
"Crossroads Bancorp, Inc.","crossroads bancorp"
"South Central Bancshares Of Kentucky, Inc.","south central bancshares of kentucky"
"New Windsor Bancorp, Inc.","new windsor bancorp"
"Calvin B. Taylor Bankshares, Inc.","calvin b taylor bankshares"
"Stockbridge Bancorporation, Inc.","stockbridge"
"Bancorp Of Okolona","bancorp of okolona"
"Bancplus Corporation","bancplus corporation"
"First Southwest Corporation","first southwest corporation"
"Peoples Bancorp Of North Carolina, Inc.","peoples bancorp of north carolina"
"Sutton Bancshares, Inc.","sutton bancshares"
"Communitybanc, Inc.","communitybanc"
"Town & Country Bancshares, Llc","town & country bancshares llc"
"S G Bancshares, Inc.","s g bancshares"
"First Temple Corporation","first temple corporation"
"First Picher Bancshares, Inc.","first picher bancshares"
"Apollo Bancorp, Inc.","apollo bancorp"
"Allegheny Valley Bancorp, Inc.","allegheny valley bancorp"
"Hopkins Financial Corporation","hopkins financial corporation"
"Bryant Bancshares, Inc.","bryant bancshares"
"First Bank Shares Corporation","first bank shares corporation"
"John T. Vucurevich Foundation","john t vucurevich foundation"
"United National Corporation","united national corporation"
"Jamestown Union Bancshares, Inc.","jamestown union bancshares"
"Macon Banctrust, Inc.","macon banctrust"
"Bumpushares, Inc.","bumpushares"
"Decatur Bancshares, Inc","decatur bancshares"
"Cumberland Bancshares, Inc.","cumberland bancshares"
"Clayton Hc, Inc.","clayton hc"
"Avenue Financial Holdings, Inc.","avenue financial holdings"
"1st Jackson Bancshares, Inc.","1st jackson bancshares"
"Eagle Financial Services, Inc.","eagle financial services"
"Farmington Finance Corporation","farmington finance corporation"
"Olympic Bancorp, Inc.","olympic bancorp"
"Peoples Bankshares, Inc.","peoples bankshares"
"Allegheny Bancshares, Inc.","allegheny bancshares"
"Union Bankshares, Inc.","union bankshares"
"Atbancorp","atbancorp"
"Rural Bancshares Of Wisconsin, Inc.","rural bancshares of wisconsin"
"Citizens Bancshares Of Loyal, Inc.","citizens bancshares of loyal"
"Layton Park Financial Group, Inc.","layton park financial group"
"Citizens Bancshares Of Woodville, Inc.","citizens bancshares of woodville"
"Northwest Wisconsin Bancorp, Inc.","northwest wisconsin bancorp"
"Old Murry Bancorp","old murry bancorp"
"Southwestern Wisconsin Bancshares, Inc.","southwestern wisconsin bancshares"
"First Colebrook Bancorp, Inc.","first colebrook bancorp"
"Merchants Bancshares, Inc.","merchants bancshares"
"Middlebury National Corporation","middlebury national corporation"
"First Hope Bancorp","first hope bancorp"
"Pnc Financial Services Group, Inc., The","pnc financial services group the"
"Amboy Bancorporation","amboy"
"Absecon Bancorp","absecon bancorp"
"Elmer Bancorp, Inc.","elmer bancorp"
"Liberty Bancshares, Inc.","liberty bancshares"
"First Bancshares Inc.","first bancshares"
"First Blanchester Bancshares, Inc.","first blanchester bancshares"
"Farmers National Banc Corp.","farmers national banc corporation"
"U.S. Bancorp","us bancorp"
"Huntington Bancshares Incorporated","huntington bancshares incorporated"
"Fnb, Inc.","fnb"
"First Financial Bancorp","first financial bancorp"
"Merchants Bancorp, Inc.","merchants bancorp"
"Kingston Bancshares, Inc.","kingston bancshares"
"Lcnb Corp.","lcnb corporation"
"Community Bancshares, Inc.","community bancshares"
"Fnb Shares, Inc.","fnb shares"
"Cnb Holdings, Inc.","cnb holdings"
"Peoples Bancorp Of Mt. Pleasant, Inc.","peoples bancorp of mt pleasant"
"Park National Corporation","park national corporation"
"Peoples National Bancshares, Inc.","peoples national bancshares"
"New Richmond Bancorporation","new richmond"
"Pandora Bancshares, Incorporated","pandora bancshares incorporated"
"Fifth Third Bancorp","fifth third bancorp"
"Central Ohio Bancorp","central ohio bancorp"
"Cnb Bancorp, Inc.","cnb bancorp"
"First Century Bankshares, Inc.","first century bankshares"
"Citizens Financial Corp.","citizens financial corporation"
"Fcnb Bancorp, Inc.","fcnb bancorp"
"United Bankshares, Inc.","united bankshares"
"Mountain-Valley Bancshares, Inc.","mountain-valley bancshares"
"Peterstown Bancorp, Inc.","peterstown bancorp"
"Eastern Bancshares, Inc.","eastern bancshares"
"First National Bankshares Corporation","first national bankshares corporation"
"West-Central Bancorp, Inc.","west-central bancorp"
"Mcnb Banks, Inc.","mcnb banks"
"Pinnacle Bankshares Corporation","pinnacle bankshares corporation"
"National Bankshares, Inc.","national bankshares"
"American National Bankshares Inc.","american national bankshares"
"Grayson Bankshares, Inc.","grayson bankshares"
"Chesapeake Financial Shares, Inc.","chesapeake financial shares"
"Powell Valley Bankshares, Inc.","powell valley bankshares"
"Blue Ridge Bankshares, Inc.","blue ridge bankshares"
"Middleburg Financial Corporation","middleburg financial corporation"
"Old Point Financial Corporation","old point financial corporation"
"Pioneer Bankshares, Inc.","pioneer bankshares"
"First National Corporation","first national corporation"
"Fauquier Bankshares, Inc.","fauquier bankshares"
"Evans Bancorp, Inc.","evans bancorp"
"Cayuga Lake Bank Corporation","cayuga lake bank corporation"
"Ballston Spa Bancorp, Inc.","ballston spa bancorp"
"Bridge Bancorp, Inc.","bridge bancorp"
"Canandaigua National Corporation","canandaigua national corporation"
"Community Bank System, Inc.","community bank system"
"Delhi Bank Corp.","delhi bank corporation"
"First Of Long Island Corporation, The","first of long island corporation the"
"Arrow Financial Corporation","arrow financial corporation"
"Jeffersonville Bancorp","jeffersonville bancorp"
"Kinderhook Bank Corp.","kinderhook bank corporation"
"Lyons Bancorp, Inc.","lyons bancorp"
"Citigroup Inc.","citigroup"
"Nbt Bancorp Inc.","nbt bancorp"
"Suffolk Bancorp","suffolk bancorp"
"Delaware Bancshares, Inc.","delaware bancshares"
"Champlain Bank Corporation","champlain bank corporation"
"Mnb Corporation","mnb corporation"
"First Keystone Corporation","first keystone corporation"
"National Penn Bancshares, Inc.","national penn bancshares"
"Fulton Financial Corporation","fulton financial corporation"
"Centric Financial Corporation","centric financial corporation"
"Dnb Financial Corporation","dnb financial corporation"
"First Commonwealth Financial Corporation","first commonwealth financial corporation"
"First National Community Bancorp Inc","first national community bancorp"
"Hibshman Trust For Ephrata National Bank Stock, The","hibshman trust for ephrata national bank stock the"
"Acnb Corporation","acnb corporation"
"Peoples Financial Services Corporation","peoples financial services corporation"
"Honat Bancorp, Inc.","honat bancorp"
"Ameriserv Financial, Inc","ameriserv financial"
"Juniata Valley Financial Corp.","juniata valley financial corporation"
"Penns Woods Bancorp, Inc.","penns woods bancorp"
"Malvern Bank Corporation","malvern bank corporation"
"Citizens Financial Services, Inc.","citizens financial services"
"Riverview Financial Corporation","riverview financial corporation"
"Jtnb Bancorp, Inc.","jtnb bancorp"
"Mercersburg Financial Corporation","mercersburg financial corporation"
"First Community Financial Corporation","first community financial corporation"
"Unb Corp","unb corporation"
"Neffs Bancorp, Inc.","neffs bancorp"
"New Tripoli Bancorp, Inc.","new tripoli bancorp"
"Northumberland Bancorp","northumberland bancorp"
"Palm Bancorp","palm bancorp"
"Fnbpa Bancorp, Inc.","fnbpa bancorp"
"Qnb Corp.","qnb corporation"
"Univest Corporation Of Pennsylvania","univest corporation of pennsylvania"
"Turbotville National Bancorp, Inc.","turbotville national bancorp"
"Citizens And Northern Corporation","citizens and northern corporation"
"Cb Financial Services, Inc.","cb financial services"
"Emclaire Financial Corp","emclaire financial corporation"
"Fryburg Banking Company, Inc.","fryburg banking company"
"Nextier Incorporated","nextier incorporated"
"Community Bankers' Corporation","community bankers corporation"
"Mars National Bancorp, Inc.","mars national bancorp"
"Community First Bancorp, Inc.","community first bancorp"
"Coconut Grove Bankshares, Inc.","coconut grove bankshares"
"Crews Banking Corporation","crews banking corporation"
"Heart Of Georgia Bancshares, Inc.","heart of georgia bancshares"
"Citizens Bancshares Corporation","citizens bancshares corporation"
"Bath State Bancorp","bath state bancorp"
"Cynthiana Bancorporation","cynthiana"
"North Salem State Bancorporation, The","north salem state the"
"G.S.b. Financial Corporation","gsb financial corporation"
"Vanderbilt Holding Company, Inc.","vanderbilt holding company"
"Northwood Financial Services Corporation","northwood financial services corporation"
"Fsb Of Victor, Inc.","fsb of victor"
"Primebank, Inc.","primebank"
"Republic Bancorp, Inc.","republic bancorp"
"Dunmire Agency, Inc., The","dunmire agency the"
"Hazard Bancorp","hazard bancorp"
"Jamestown Bancorp Inc","jamestown bancorp"
"Magnolia Bancshares, Inc.","magnolia bancshares"
"Security Bancorp Of Maysville, Inc.","security bancorp of maysville"
"First & Peoples Bancshares, Inc.","first & peoples bancshares"
"Ohio County Community Bancshares, Inc.","ohio county community bancshares"
"Hancock Bancorp, Inc.","hancock bancorp"
"Owenton Bancorp, Inc.","owenton bancorp"
"Independence Bancshares, Inc.","independence bancshares"
"Community Bancshares Company","community bancshares company"
"Sabine Bancshares, Inc.","sabine bancshares"
"Louisiana Community Bancorp, Inc.","louisiana community bancorp"
"Gueydan Bancshares, Inc.","gueydan bancshares"
"One American Corp.","one american corporation"
"Cambridge Bancorp","cambridge bancorp"
"Central-State Bancorp, Inc.","central-state bancorp"
"Honor Bancorp, Inc.","honor bancorp"
"Lake Financial Corporation","lake financial corporation"
"Flagship Financial Group, Inc.","flagship financial group"
"Lismore Financial Services, Inc.","lismore financial services"
"Noble Bank Holding Company, Inc.","noble bank holding company"
"Tysan Corporation, The","tysan corporation the"
"Ashby Bancshares, Inc.","ashby bancshares"
"Ceylon Bancorporation, Inc.","ceylon"
"Hamburg Financial, Inc.","hamburg financial"
"Citizens Bancorporation Of New Ulm, Inc.","citizens of new ulm"
"Caprice Corporation","caprice corporation"
"Milan Agency, Inc.","milan agency"
"Freeport Bancshares, Inc.","freeport bancshares"
"Larch Bancorporation, Inc.","larch"
"Swanville Bancshares, Inc.","swanville bancshares"
"Copiah Bancshares, Inc.","copiah bancshares"
"Holly Springs Bancshares Inc","holly springs bancshares"
"Riverhills Capital Corporation","riverhills capital corporation"
"Planters Holding Company","planters holding company"
"Pyramid Financial Corporation","pyramid financial corporation"
"Adrian Bancshares, Inc.","adrian bancshares"
"Jamesmark Bancshares, Inc.","jamesmark bancshares"
"Cairo/Moberly Bancshares, Inc.","cairomoberly bancshares"
"Montgomery Bancorporation, Inc.","montgomery"
"Widmer Bancshares, Inc.","widmer bancshares"
"Martinsburg Bancorp, Inc.","martinsburg bancorp"
"Umb Financial Corporation","umb financial corporation"
"Lincoln County Bancorp, Inc.","lincoln county bancorp"
"Alton Bancshares, Inc.","alton bancshares"
"Fms Bancorp, Inc.","fms bancorp"
"Lead Financial Group, Inc.","lead financial group"
"Wells Bancshares, Inc.","wells bancshares"
"Century Bancshares, Inc.","century bancshares"
"Forsyth Bancshares, Inc.","forsyth bancshares"
"First Central Nebraska Co.","first central nebraska co"
"Frontier Holdings, Llc","frontier holdings llc"
"Swanton Agency, Inc.","swanton agency"
"Schneider Bancorporation","schneider"
"Commfirst Bancorporation, Inc.","commfirst"
"First Harvey Bancorporation, Inc.","first harvey"
"Drayton Bancor, Inc.","drayton bancor"
"Lincoln Holding Company","lincoln holding company"
"2012 Waterford Commercial & Savings Bank Shareholders Voting Trust","2012 waterford commercial & savings bank shareholders voting trust"
"Franklin Financial Services Corporation","franklin financial services corporation"
"West Milton Bancorp, Inc.","west milton bancorp"
"1st Summit Bancorp Of Johnstown, Inc.","1st summit bancorp of johnstown"
"B.P.c. Corporation","bpc corporation"
"Frank P. Doyle Trust, Article Ix","frank p doyle trust article ix"
"Clayton Bancshares, Inc.","clayton bancshares"
"Scott Bancshares, Inc.","scott bancshares"
"Henry State Bancorp, Inc.","henry state bancorp"
"Greenfield Bancorporation, Ltd","greenfield"
"West Iowa Banc Corp.","west iowa banc corporation"
"Sloan State Corporation","sloan state corporation"
"J. Carl H. Bancorporation","j carl h"
"Rake Bancorporation","rake"
"Swisher Bankshares, Inc.","swisher bankshares"
"Readlyn Bancshares, Inc.","readlyn bancshares"
"Richland State Bancorp, Inc.","richland state bancorp"
"Concordia Capital Corporation","concordia capital corporation"
"Coushatta Bancshares, Inc.","coushatta bancshares"
"Bank Of Erath Holding Company","bank of erath holding company"
"Tensas Bancshares, Inc.","tensas bancshares"
"St. Landry Bancshares, Inc.","st landry bancshares"
"Prairie Bancshares, Inc.","prairie bancshares"
"Progressive Growth Corp.","progressive growth corporation"
"Cherokee Bancshares, Inc.","cherokee bancshares"
"Web, Inc.","web"
"Centra Ventures, Inc.","centra ventures"
"Perham State Bancshares, Inc.","perham state bancshares"
"Kimberly Leasing Corporation","kimberly leasing corporation"
"Saint Joseph Bancshares Acquisitions, Inc.","saint joseph bancshares acquisitions"
"Great Southern Capital Corporation","great southern capital corporation"
"Morton Bancorp, Inc.","morton bancorp"
"Knott Holding Company, Inc.","knott holding company"
"Grain Valley Bancshares, Inc.","grain valley bancshares"
"Goppert Financial Corp.","goppert financial corporation"
"Wildcat Bancshares, Inc.","wildcat bancshares"
"Maries County Bancorp., Inc.","maries county bancorp"
"Milco Bancorporation, Inc.","milco"
"Montrose Savings Bancshares, Inc.","montrose savings bancshares"
"Bbig Holdings, Llc","bbig holdings llc"
"Firstand Co.","firstand co"
"Dakota Western Bankshares, Inc.","dakota western bankshares"
"Tolna Bancorp, Inc.","tolna bancorp"
"Wishek Bancorporation, Inc.","wishek"
"Community Independent Bancorp, Inc.","community independent bancorp"
"Commercial Holding Company","commercial holding company"
"Townsend Financial Corporation","townsend financial corporation"
"First South Bancorp, Inc.","first south bancorp"
"Merchants & Planters Bancshares, Inc.","merchants & planters bancshares"
"F & M Bank Corp.","f & m bank corporation"
"Community Bankers Trust Corporation","community bankers trust corporation"
"Gale Bank Holding Company, Inc.","gale bank holding company"
"Philipps Investment Company Limited Partnership","philipps investment company limited partnership"
"Port Bancshares, Inc.","port bancshares"
"Augusta Financial Corporation","augusta financial corporation"
"Farmers State Bankshares, Inc.","farmers state bankshares"
"Bankers Capital Corporation","bankers capital corporation"
"Cowboy State Bancorp, Inc.","cowboy state bancorp"
"Arvest Bank Group, Inc.","arvest bank group"
"Sigma Holdings, Inc.","sigma holdings"
"M & F Financial Corporation","m & f financial corporation"
"Crystal Valley Financial Corporation","crystal valley financial corporation"
"Iowa Community Bancorp, Inc.","iowa community bancorp"
"Wheatland Bancorporation","wheatland"
"Fmsb Bancorp","fmsb bancorp"
"Citizens Holding Company","citizens holding company"
"Whittemore Bancshares, Inc.","whittemore bancshares"
"Kerndt Bank Services, Inc.","kerndt bank services"
"Sacramento Bancorp","sacramento bancorp"
"Springfield Bankshares, Inc.","springfield bankshares"
"Columbia Bancshares, Inc.","columbia bancshares"
"Genbeach Co., Inc.","genbeach co"
"Mansura Bancshares, Inc.","mansura bancshares"
"Jackson Bancorp, Inc.","jackson bancorp"
"Union Bancshares, Incorporated","union bancshares incorporated"
"A. Wilbert's Sons Lumber And Shingle Company","a wilberts sons lumber and shingle company"
"Delmar Bancorp","delmar bancorp"
"Hsb Bancorp, Inc.","hsb bancorp"
"Psb Holding Corp.","psb holding corporation"
"Queenstown Bancorp Of Maryland, Inc.","queenstown bancorp of maryland"
"Adams Bancshares, Inc.","adams bancshares"
"Adrian Building Corporation","adrian building corporation"
"Eagle Investment Company, Inc.","eagle investment company"
"Traverse County Investment Corporation","traverse county investment corporation"
"Currie Bancorporation, Inc.","currie"
"Peoples Equity Corporation","peoples equity corporation"
"American Heritage Holding Company","american heritage holding company"
"Mps Investment Company","mps investment company"
"North Shore Financial Corporation","north shore financial corporation"
"Park Bank Corporation Of Duluth","park bank corporation of duluth"
"Chandler Bancshares, Inc.","chandler bancshares"
"Remer Bancorporation, Inc.","remer"
"Neisen Bancshares, Inc.","neisen bancshares"
"West Concord Bancshares, Inc.","west concord bancshares"
"Merchants Financial Group, Inc.","merchants financial group"
"Financial Services Of Winger, Inc.","financial services of winger"
"Anchor Bancorp, Inc.","anchor bancorp"
"Bankfirst Capital Corporation","bankfirst capital corporation"
"State Bank & Trust Company Employee Stock Ownership Plan","state bank & trust company employee stock ownership plan"
"Community Bancshares Of Mississippi, Inc. Employee Stock Ownership Plan","community bancshares of mississippi employee stock ownership plan"
"Country Bancshares, Inc.","country bancshares"
"Ccb Financial Corporation","ccb financial corporation"
"Midwest Regional Bancorp, Inc.","midwest regional bancorp"
"Mid-Missouri Holding Company, Inc","mid-missouri holding company"
"Urich Bancorp, Inc.","urich bancorp"
"Montgomery Bancshares, Inc.","montgomery bancshares"
"Unity Bancshares, L.L.c.","unity bancshares llc"
"Nodaway Valley Bancshares, Inc.","nodaway valley bancshares"
"Security State Bank Holding Company","security state bank holding company"
"Sargent Bankshares, Inc.","sargent bankshares"
"Security Bancshares Corporation","security bancshares corporation"
"Menno Holding Company","menno holding company"
"Roscoe Community Bankshares, Inc.","roscoe community bankshares"
"Wessington Bankshares, Inc.","wessington bankshares"
"Potomac Bancshares, Inc.","potomac bancshares"
"Calhoun Bankshares, Inc.","calhoun bankshares"
"Harrison Bankshares, Inc.","harrison bankshares"
"Headwaters Bancorp, Inc.","headwaters bancorp"
"Security Bank Shares, Inc.","security bank shares"
"Mound City Financial Services, Inc.","mound city financial services"
"United Citizens 401(K) Savings Plan","united citizens 401k savings plan"
"Herky Hawk Financial Corp.","herky hawk financial corporation"
"Moundville Bancshares, Inc.","moundville bancshares"
"Mid State Banks, Inc.","mid state banks"
"Hogan Investments I, Inc.","hogan investments i"
"Harvard Bancshares, Inc.","harvard bancshares"
"Holcomb Bancorp, Inc., Employee Stock Ownership Plan","holcomb bancorp employee stock ownership plan"
"1st Source Corporation","1st source corporation"
"Salin Bancshares, Inc.","salin bancshares"
"Cornerstone Financial Services Group, Inc.","cornerstone financial services group"
"Pilot Grove Savings Bank Employee Stock Ownership Plan","pilot grove savings bank employee stock ownership plan"
"Shields Agency, Inc.","shields agency"
"Tripoli Bancshares, Inc.","tripoli bancshares"
"West Bend Bancorp.","west bend bancorp"
"Yale Bancorporation","yale"
"State Bank Of Bottineau Holding Company","state bank of bottineau holding company"
"Mclean Bank Holding Company","mclean bank holding company"
"Western State Agency, Inc., Employee Stock Ownership Plan And Trust","western state agency employee stock ownership plan and trust"
"Wall Street Holding Company","wall street holding company"
"Hsb Financial Corp.","hsb financial corporation"
"Osb Bancorp, Inc.","osb bancorp"
"Csb Bancorp, Inc.","csb bancorp"
"Tcb Corporation","tcb corporation"
"Wayne County Bancshares, Inc.","wayne county bancshares"
"Hardeman County Investment Company, Inc.","hardeman county investment company"
"Overton Financial Services, Inc.","overton financial services"
"Chester County Bancshares, Inc.","chester county bancshares"
"Brighton Bancorp, Inc.","brighton bancorp"
"Home Bancshares, Inc.","home bancshares"
"Reelfoot Bancshares, Inc.","reelfoot bancshares"
"Central Bancorporation","central"
"Gb Bank Group, Inc.","gb bank group"
"Lafayette Bankshares, Inc.","lafayette bankshares"
"Farmers State Bancorporation, Inc.","farmers state"
"Oxford Financial Corporation","oxford financial corporation"
"Stillman Banccorp, Inc.","stillman banccorp"
"H.F. Gehant Bancorp, Inc.","hf gehant bancorp"
"Rushville Bancshares, Inc.","rushville bancshares"
"Villa Grove Bancshares, Inc.","villa grove bancshares"
"Great River Bancshares, Inc.","great river bancshares"
"First Berne Financial Corporation","first berne financial corporation"
"Kosciusko Financial, Inc.","kosciusko financial"
"Ohnward Bancshares, Inc.","ohnward bancshares"
"Jems, Inc.","jems"
"Dunn Investment Co.","dunn investment co"
"Town & Country Financial, Inc.","town & country financial"
"Citizens Bancorp Of Hickman, Inc.","citizens bancorp of hickman"
"Community Holding Company","community holding company"
"Todd Bancshares, Inc.","todd bancshares"
"Commercial Bancshares, Inc., Savings & Employee Stock Ownership Plan","commercial bancshares savings & employee stock ownership plan"
"Porter Bancorp, Inc.","porter bancorp"
"First Bank Of Kentucky Corporation","first bank of kentucky corporation"
"Merchants & Farmers Bancshares, Inc.","merchants & farmers bancshares"
"Bsj Bancshares, Inc.","bsj bancshares"
"Black Cat Financial Corp","black cat financial corporation"
"Washington State Bancshares, Inc.","washington state bancshares"
"First State Agency Of Le Center, Inc.","first state agency of le center"
"Maple Banc Shares, Inc.","maple banc shares"
"Stearns Financial Services, Inc. Employee Stock Ownership Plan","stearns financial services employee stock ownership plan"
"Cattail Bancshares, Inc.","cattail bancshares"
"New York Mills Bancshares, Inc.","new york mills bancshares"
"Lake Park Bancshares, Inc.","lake park bancshares"
"Hoffman Bancshares, Inc.","hoffman bancshares"
"Commercial Capital Corporation","commercial capital corporation"
"Commerce Bancorp, Inc","commerce bancorp"
"Peoples Bancshares, Inc.","peoples bancshares"
"Miles Bancshares, Inc.","miles bancshares"
"Fairport Bancshares, Inc.","fairport bancshares"
"F&C Bancorp, Inc.","f&c bancorp"
"Capital Bancshares, Inc.","capital bancshares"
"Mbt Bancshares, Inc.","mbt bancshares"
"Valley National Bancorp","valley national bancorp"
"Tsb Services, Inc.","tsb services"
"Grant County Bancorporation, Inc.","grant county"
"Union Holding Company","union holding company"
"Citizens State Bancshares, Inc.","citizens state bancshares"
"Choice Financial Holdings, Inc.","choice financial holdings"
"Quality Bankshares, Inc.","quality bankshares"
"First State Bancorp, Inc.","first state bancorp"
"Victory Bancshares, Inc.","victory bancshares"
"Psb Holdings, Inc.","psb holdings"
"Heartland Banccorp","heartland banccorp"
"Tonti Financial Corporation","tonti financial corporation"
"F&M Bancorp","f&m bancorp"
"United Bancorp, Inc.","united bancorp"
"First Of Grandfield Corporation","first of grandfield corporation"
"Welch Bancshares, Inc.","welch bancshares"
"Pb Bancshares, Inc. Employees Stock Ownership Plan","pb bancshares employees stock ownership plan"
"Volunteer Bancorp, Inc.","volunteer bancorp"
"Southwest Virginia Bankshares, Inc.","southwest virginia bankshares"
"Wiscub, Inc.","wiscub"
"Oakfield Bancorp., Inc.","oakfield bancorp"
"Pineries Bankshares, Inc.","pineries bankshares"
"Sbn Community Bancorp, Inc.","sbn community bancorp"
"Community State Bank Employee Stock Ownership Plan And Trust","community state bank employee stock ownership plan and trust"
"Red Level Financial Corporation","red level financial corporation"
"Tombigbee Bancshares, Inc.","tombigbee bancshares"
"Pioneer Bankcorp, Inc.","pioneer bankcorp"
"Capital City Bank Group, Inc.","capital city bank group"
"Athens Bancorp, Inc.","athens bancorp"
"First State Bancorporation, Inc.","first state"
"Citba Financial Corporation","citba financial corporation"
"B Bank, Inc.","b bank"
"Holyrood Bancshares, Inc.","holyrood bancshares"
"Kaw Valley Bancorp, Inc.","kaw valley bancorp"
"Fredonia Valley Bancorp, Inc.","fredonia valley bancorp"
"Bath County Banking Company","bath county banking company"
"Edmonton Bancshares, Inc.","edmonton bancshares"
"Independent Bank Corp.","independent bank corporation"
"Oxford Bank Corporation","oxford bank corporation"
"Matson Financial, Inc.","matson financial"
"Olmsted Bancorporation, Inc.","olmsted"
"Minndak Bancshares, Inc.","minndak bancshares"
"New Richland Bancshares, Inc.","new richland bancshares"
"Midwest Bank Group, Inc.","midwest bank group"
"Kandiyohi Bancshares, Inc.","kandiyohi bancshares"
"Northwestern Bancshares, Inc.","northwestern bancshares"
"Vergas Bancorporation, Inc.","vergas"
"Dolphin Family Limited Partnership","dolphin family limited partnership"
"Saint Peter Agency, Inc.","saint peter agency"
"Vernon Center Bancshares, Inc.","vernon center bancshares"
"Browns Valley Bancshares, Inc.","browns valley bancshares"
"Higgins Bancorporation, Inc.","higgins"
"First State Bank Southwest 2010 Amended And Restated Ksop Plan And Trust","first state bank southwest 2010 amended and restated ksop plan and trust"
"Southern Minnesota Bancshares, Inc.","southern minnesota bancshares"
"Warroad Bancshares, Inc.","warroad bancshares"
"Kilmichael Bancorp, Inc.","kilmichael bancorp"
"Cb&T Bancshares, Inc.","cb&t bancshares"
"Peoples Community Bancorporation, Inc.","peoples community"
"Harris Taubman Financial Corporation","harris taubman financial corporation"
"Bancshares Of Missouri, Inc.","bancshares of missouri"
"Trustco Bankshares, Inc.","trustco bankshares"
"Macks Creek Bancshares, Inc.","macks creek bancshares"
"Country Agencies & Investments, Inc.","country agencies & investments"
"Bates County Bancshares, Inc.","bates county bancshares"
"Keystone Investment, Inc.","keystone investment"
"Platte Valley Bancorp, Inc.","platte valley bancorp"
"O & F Cattle Company","o & f cattle company"
"Duroc Investment Company","duroc investment company"
"Bb&T Corporation","bb&t corporation"
"Marblehead Bancorp","marblehead bancorp"
"Saint Henry Bancorp, Inc","saint henry bancorp"
"Rocky Financial Corporation","rocky financial corporation"
"Noble Bancshares, Inc.","noble bancshares"
"Ssb Holdings, Inc.","ssb holdings"
"Peoples State Bancshares, Inc.","peoples state bancshares"
"Dimeco, Inc","dimeco"
"Mid Penn Bancorp, Inc.","mid penn bancorp"
"Anderson Bancshares, Inc.","anderson bancshares"
"First State Associates, Inc.","first state associates"
"Lincoln Investment Company","lincoln investment company"
"Northeast Bancorp, Inc.","northeast bancorp"
"Heritage Bancorp, Inc.","heritage bancorp"
"Steele Holdings, Inc.","steele holdings"
"Rice Bancshares, Inc.","rice bancshares"
"Highlands Bankshares, Inc.","highlands bankshares"
"First West Virginia Bancorp, Inc.","first west virginia bancorp"
"Fs Bancshares, Inc.","fs bancshares"
"Partnership Community Bancshares, Inc.","partnership community bancshares"
"Woodford Bancshares, Inc.","woodford bancshares"
"Portage County Bancshares, Inc.","portage county bancshares"
"Ni Bancshares Corporation","ni bancshares corporation"
"Neb Corporation","neb corporation"
"Cornerstone Financial Services, Inc.","cornerstone financial services"
"P & C Bank Shares, Inc.","p & c bank shares"
"Napoleon Bancorp","napoleon bancorp"
"Fidelity Company","fidelity company"
"Leighton Investment Company","leighton investment company"
"Lowden Bancshares, Inc.","lowden bancshares"
"Liberty Bancorporation","liberty"
"Talen, Inc.","talen"
"First Community Bancshares Corp.","first community bancshares corporation"
"Garrett Bancshares, Ltd.","garrett bancshares"
"Mid America Banks, Inc.","mid america banks"
"Commercial Grayson Bancshares Inc.","commercial grayson bancshares"
"Hart Bancshares, Inc.","hart bancshares"
"Commonwealth Bancshares, Inc.","commonwealth bancshares"
"Shelby Financial Corporation","shelby financial corporation"
"Universal Financial Services, Inc.","universal financial services"
"Landmark Investor Group, Inc.","landmark investor group"
"First Leroy Bancorporation, Inc.","first leroy"
"Marine Bancshares, Inc.","marine bancshares"
"Farmers & Merchants Agency, Inc.","farmers & merchants agency"
"Roseau Realty Co., Inc.","roseau realty co"
"Avon State Bank Employee Stock Ownership Plan & Trust","avon state bank employee stock ownership plan & trust"
"Southeast Minnesota Bancshares, Inc.","southeast minnesota bancshares"
"Underwood Bancshares, Inc.","underwood bancshares"
"Security Financial Services, Inc.","security financial services"
"Kerkhoven Bancshares, Inc.","kerkhoven bancshares"
"Nasb Shares, Inc.","nasb shares"
"Independent Bancshares, Inc.","independent bancshares"
"Elysian, Inc.","elysian"
"Fertile Bancshares, Inc.","fertile bancshares"
"Psb Financial Shares, Inc.","psb financial shares"
"Duke Financial Group, Inc.","duke financial group"
"Norbanc Group Inc.","norbanc group"
"Crookston Financial Services, Inc.","crookston financial services"
"Cyrus Bancshares, Inc.","cyrus bancshares"
"Delano State Agency, Inc.","delano state agency"
"Fischer Corporation, The","fischer corporation the"
"Financial Services Of Lowry, Inc.","financial services of lowry"
"Empire Bancshares, Inc.","empire bancshares"
"Vermillion Bancshares, Inc.","vermillion bancshares"
"Citizens Bancshares Of Hutchinson, Inc.","citizens bancshares of hutchinson"
"Goose River Holding Company","goose river holding company"
"Watford City Bancshares, Inc.","watford city bancshares"
"American Bancor, Ltd.","american bancor"
"Beall Bancshares Inc.","beall bancshares"
"Gillmor Financial Services, Inc.","gillmor financial services"
"Muskingum Valley Bancshares, Inc.","muskingum valley bancshares"
"Farmmerc, Inc.","farmmerc"
"First Volunteer Corporation","first volunteer corporation"
"Moscow Bancshares, Inc.","moscow bancshares"
"Medina Bancshares, Inc.","medina bancshares"
"Citizens Of Grainger County Corporation","citizens of grainger county corporation"
"Sevier County Bancshares, Inc.","sevier county bancshares"
